,Date,Title,Article
10,2019-01-15,"Dollar slips on rate view, sterling firms before Brexit vote","© Reuters. FILE PHOTO: A picture illustration shows a 100 Dollar banknote laying on various denomination Turkish lira banknotes, taken in Istanbul
By Vatsal Srivastava
SINGAPORE (Reuters) - The dollar weakened on Tuesday on heightened expectations the Federal Reserve will hold off on raising rates this year due to a slowdown in global growth, while sterling edged up ahead of Britain's parliamentary vote on its Brexit plan.
Worries over the U.S. economy losing steam as well as a shock contraction in Chinese trade have fanned worries about a sharp global slowdown, which will likely keep the Fed from tightening monetary policy further this year.
The ( ) weakened by 0.12 percent to 95.48.
""There is a strong dislike for the dollar given Fed expectations, but at the same time there is not a compelling replacement,"" said Sim Moh Siong, currency strategist at Bank of Singapore. ""Over the next 6-12 months, the dollar should trend lower.""
Interest rate futures markets are pricing in no further U.S. rate hikes in 2019.
Fed Chairman Jerome Powell said last week the U.S. central bank has the ability to be patient on monetary policy given that inflation remains stable.
The euro ( ) gained 0.1 percent on the greenback to $1.1485, while the Canadian dollar strengthened by 0.15 percent to C$1.3270.
Sterling will be in focus as British Prime Minister Theresa May must win a vote in parliament later on Tuesday to get her Brexit deal approved or risk a chaotic exit for Britain from the European Union. The numbers are not in May's favor and her chances of winning the vote look extremely slim. May needs to secure 318 votes to win.
Sterling gained 0.3 percent to $1.2901 ahead of the vote.
""Interestingly, speculators have been betting that this outcome could lead to a possible delay to Brexit from 29 March to July (after the EU Parliament elections in May) to allow for fresh elections or a second referendum,"" Philip Wee, currency strategist at DBS, said in a note.
But other analysts expect the pound will take a major beating if May loses the vote by a wide margin.
""Losing by 100 or more votes is a major defeat but there's some talk that she could lose by 200 votes. A major loss will lead to a knee jerk decline in GBP that could take below 1.25 and above 91 cents,"" said Kathy Lien, managing director of currency strategy at BK Asset Management in a note.
Elsewhere, the Australian dollar and dollar , both considered proxies for global risk appetite, were up 0.2 percent each, having recovered from Monday's lows.
Sentiment was aided by a fresh round of commitments from Chinese policymakers to stimulate their economy though fiscal and monetary steps.
The was at $0.7213, while the kiwi dollar fetched $0.6833.
The Aussie dollar has stabilized above the $0.72 level and most analysts think it points to Chinese growth likely bottoming out in the next few quarters. Given the sharp slowdown in economic activity and the negative impact of the U.S.-Sino trade dispute on the Chinese economy, analysts are hopeful that leaders of the two countries will reach a comprehensive trade deal in the coming weeks.
Trade tensions between the world's two largest economies had rattled financial markets for most of last year."
11,2019-01-15,Forex - Dollar Subdued Despite Sterling Giving Up Gains Ahead of Key Brexit Vote,"© Reuters.
Investing.com – The dollar edged lower Monday, even as the pound gave up most of its gains ahead of a vote on UK Prime Minister Theresa May's Brexit deal.
The , which measures the greenback against a trade-weighted basket of six major currencies, fell by 0.09% to 95.18.
May's Brexit deal is widely expected to be voted down in the UK parliament on Tuesday, but the pound continued to add to gains against the greenback amid falling expectations the UK will leave the European Union without a trade deal.
""Still, we believe the probability of a no-deal Brexit has sufficiently reduced,"" JPMorgan (NYSE: ) said. ""Any of the following [outcomes]--extended stalemate, second referendum and even no Brexit--are now significantly more likely.""
rose 0.19% to $1.2866, but remained below its session high of $1.2930. While rose 0.01% to $1.1469.
The dollar was also held back by a stronger yen on the back of safe-haven demand as , fuelled concerns that the world's second largest economy is slowing.
fell 0.33% to Y108.20.
The dollar, which recorded a fourth-straight weekly slump last week, is expected to continue its decline, albeit at a moderate pace amid expectations that the Federal Reserve will adopt a slower pace of monetary policy tightening following dovish comments from various Fed members, including Chairman Jerome Powell.
Powell said last week the central bank will be ""patient,"" on policy tightening, as it weighs the pace of global growth and domestic inflation.
""We are neither extreme dollar bears nor dollar bulls, but merely expect a moderate weakening of the U.S. currency,"" Commerzbank (DE: ) said.
rose 0.04% to C$1.3268 as falling oil prices weighed on the loonie, supporting the pair."
12,2019-01-14,Forex - U.S. Dollar Flat as Yen Rebounds,"© Reuters.
Investing.com - The greenback was flat on Monday and the safe haven yen rose, after an unexpectedly sharp fall in China’s exports increased worries over the health of the global economy.
The , which measures the greenback’s strength against a basket of six major currencies, inched down 0.07% to 95.20 as of 10:25 AM ET (15:25 GMT), while slipped 0.26% to 108.24.
Chinese exports fell by the most in two years in December, while imports also declined. The numbers increased worry that new U.S. tariffs on Chinese goods are hurting China's economy. Separately, data also showed that China had its biggest-ever trade surplus with the U.S. last year, which could hurt ongoing trade negotiations with the White House.
The dollar has fallen in recent weeks, on increasing expectations that the Federal Reserve will hold off from further interest rate hikes for now. Fed Chairman Jerome Powell reiterated last week that the U.S. central bank has the ability to be patient on monetary policy given that inflation remains stable.
Elsewhere, sterling recovered slightly after reports that UK Prime Minister Theresa May was preparing a fresh attempt to get support for her Brexit deal from rebels in her party, by trying to limit the time that the UK will have to stay in line with EU regulations after it leaves the bloc. She is still expected to lose a key vote in parliament on the deal scheduled for Tuesday.
inched up 0.15% to 1.2859.
The euro was mostly flat, with at 1.1463.
The risk-sensitive Australian and New Zealand dollars, with falling 0.2% to 0.7199 and down 0.1% to 0.6822.
Both currencies had gained around 1.5% versus the dollar last week as risk sentiment improved on hopes for both a U.S.-Sino trade deal and more aggressive stimulus from Chinese policymakers to support its ailing economy.
-Reuters contributed to this report."
13,2019-01-14,"Forex - Yen Gains after China Exports Drop, Dollar Dips","© Reuters.
Investing.com - The safe haven yen strengthened and the Australian dollar fell on Monday after data showing that China’s exports unexpectedly fell in December, pointing to further weakness in the world's second-largest economy and deteriorating global demand.
was down 0.42% at 108.08 by 02:51 AM ET (07:51 AM GMT).
the most in two years in December, while imports also saw a shock drop.
A separate report showed that China posted its biggest trade surplus with the U.S. on record in 2018, which could prompt President Donald Trump to turn up the heat on Beijing in their bitter trade dispute.
The risk sensitive Australian and New Zealand dollars were both lower, with down 0.39% to 0.7185 and shedding 0.47% to trade at 0.6798.
Both currencies had gained around 1.5% versus the dollar last week as risk sentiment improved on hopes for both a U.S.-Sino trade deal and more aggressive stimulus from Chinese policymakers to support its ailing economy.
""Given the support we had seen in commodity currencies, it is reasonable to see profit booking. I expect the uptrend to resume soon,"" said Michael McCarthy, chief markets strategist at CMC Markets.
The dollar edged lower against a basket of the other major currencies amid heightened investor expectations that the Federal Reserve will not raise rates this year
The , which measures the greenback’s strength against a basket of six major currencies, was last at 95.21.
After a stellar 2018, in which the greenback gained 4.3% due to the U.S. central bank hiking rates four times, investors now expect the Fed to halt its monetary tightening policy.
Market participants think that worries of slowing domestic and global growth as well as tame U.S. inflation will make Fed policymakers hesitant to raise borrowing costs in the world's largest economy.
Fed Chairman Jerome Powell reiterated last week that the U.S. central bank has the ability to be patient on monetary policy given that inflation remains stable.
Data on Friday showed that U.S. consumer prices in December fell for the first time in nine months in December.
The euro was holding steady, with changing hands at 1.1471.
The pound edged lower, with dipping to 1.2832 at the start of what is expected to be a highly volatile week.
Prime Minister Theresa May must win a vote in parliament on Tuesday or risk a chaotic exit for Britain from the European Union. The numbers are not in May's favor and her chances of winning the vote look extremely slim.
""The market is widely expecting the vote not to pass through parliament. Upside in sterling looks capped at $1.2940,"" added CMC's McCarthy.
-- Reuters contributed to this report."
14,2019-01-14,Forex - Weekly Outlook: January 14 - 18,"© Reuters.
Investing.com - This week investors will be looking ahead to Tuesday’s data on U.S. producer price inflation as they continue to gauge the outlook for policy tightening by the Federal Reserve this year.
If figures indicate that inflationary pressures are cooling, there could be a further reprieve from concerns over the prospect of additional rate hikes in the coming months.
A number of Fed officials will also be speaking this week, giving them additional opportunities to reassure market watchers that they will take a patient approach towards monetary policy.
China is to publish what will be closely watched trade figures on Monday amid the ongoing trade war between Beijing and Washington.
The British parliament is due to hold a vote on Prime Ministers Theresa May’s Brexit deal on Tuesday after the first attempt at voting on the agreement was postponed last month.
Meanwhile, the euro zone is to publish revised inflation figures on Thursday and the UK is to release retail sales data on Friday.
The U.S. dollar pushed higher on Friday, even as the greenback’s outlook remained bleak amid cautious signals from the Fed about further rate hikes.
The , which measures the greenback’s strength against a basket of six major currencies, ended Friday up 0.14% at 95.25, but posted its fourth straight weekly decline.
Greg Anderson, global head of FX strategy at BMO Capital Markets in New York, said the Fed’s rate outlook was just one factor for the dollar’s weakness so far in January.
The Fed chairman said on Thursday in a forum at the Economic Club of Washington that further, suggesting it is not done tightening monetary policy just yet.
Markets, however, are pricing in no further rate hikes by the Fed this year.
Data showing for the first time in nine months in December had little impact on the market, but it backed the Fed’s cautious stance about raising rates this year.
Aside from the Fed’s dovish rate outlook, Shaun Osborne, chief FX strategist, at Scotiabank in Toronto, cited cyclical, structural and secular trends, which could also pressure the dollar in 2019.
“The outlook for relative central bank policy has reached its climax in terms of offering the U.S. dollar support, and widening fiscal and current account deficits are expected to deliver medium-term weakness in the currency,” Osborne said.
“The outlook for relative central bank policy has reached its climax in terms of offering the U.S. dollar support, and widening fiscal and current account deficits are expected to deliver medium-term weakness in the currency,” Osborne said.
The euro was little changed against the dollar in late trade, with at 1.1467.
The greenback was also little changed against the yen and the pound, with at 108.54 and changing hands at 1.2849.
, Investing.com has compiled a list of significant events likely to affect the markets.
Monday, January 14
Financial markets in Japan will be closed for a holiday.
China is to release data on trade and direct foreign investment.
New Zealand is to release a report on business confidence.
Tuesday, January 15
In the UK, parliament members are due to hold a second attempt to vote on Prime Minister Theresa May’s Brexit deal.
European Central Bank President Mario Draghi is due to speak at an event in Strasbourg.
The U.S. is to release figures on producer price inflation and the Empire manufacturing index is also on tap.
Kansas City Fed President Esther George is to speak.
Wednesday, January 16
Australia is to release data on consumer sentiment.
Bank of England Governor Mark Carney is due to testify, along with other policymakers, on the Financial Stability Report before the Treasury Select Committee.
The UK is to release producer price inflation data.
Thursday, January 17
Central bankers and finance ministers from the G20 nations are to hold a summit meeting in Tokyo.
Bank of Japan Governor Haruhiko Kuroda is due to speak at the G20 summit.
The euro zone is to publish revised inflation figures.
The U.S. is to publish the weekly report on initial jobless claims as well as the Philly Fed manufacturing index.
Fed Governor Randal Quarles is to speak.
Friday, January 18
The G20 summit is to continue for a second day.
The UK is to release data on retail sales.
Canada is to release inflation figures.
New York Fed President John Williams is to speak.
The U.S. is to close out the week with preliminary data on consumer sentiment.
-- Reuters contributed to this report"
15,2019-01-11,Forex - Dollar Struggles as Sterling Soars on Expectations of Brexit Delay,"© Reuters.
Investing.com – The U.S. dollar struggled to add to gains against its rivals on Friday, as sterling soared on growing expectations the UK will seek to delay its scheduled exit date from the European Union.
The , which measures the greenback against a trade-weighted basket of six major currencies, rose by 0.10% to 95.21, but remained on track to post a fourth-straight weekly loss.
Ahead of a vote due Tuesday on UK Prime Minister Theresa May's Brexit deal, widely expected to be voted down, sterling surged as senior UK lawmakers privately admitted more time is needed even if the prime minister's deal wins the backing of parliament, the Independent reported.
rose 0.83% to $1.2853, while fell 0.22% to $1.1473.
U.S. consumer inflation, which met economists' expectations, appeared to stem losses in the greenback even as the data showed the pace of pricing pressures slowed in December.
The Labor Department said its fell 0.1% last month, slowing the year-on-year CPI to 1.9% from a pace of 2.2% in November.
Slowing inflation is likely to keep the Fed on track to adopt a slower pace of rate hikes, according to analysts.
""With little indication here that the acceleration in wage pressures or tariffs are causing any pickup in inflation, the Fed can take a pause in Q1 on raising rates to assess the health of growth indicators,"" CIBC said in a note to clients.
Elsewhere, rose 0.25% to C$1.3267 as the loonie was pressured by falling oil prices on the back of profit taking following a relentless rise since the start of 2019.
Elsewhere, the risk-sensitive rose 0.05% to Y108.48."
16,2019-01-11,Beware the one-handed Fed economist,"© Reuters.
Traders should be cautious until seeing next week’s China growth data and U.S.-Q4 earnings notes Bob Savage.
As we learned from FOMC Powell yesterday, the FOMC can be patient on one hand and nervous on the other with inflation data central to their pause in tightening along with financial conditions.
The rally in equities this week balances against the U.S. Consumer Price Index (CPI) report this morning. The role of oil bouncing with equities and the role of better U.S.-China trade talks supports renewed global growth views and adds to the one-handed risks for today. Against this we have the U.S. government shutdown, the weakness in retail sales and autos in China and Europe and the ongoing uncertainty from emerging markets.
One has to respect the calendar in the week ahead, and remember it won’t be until Friday that we get the full picture – with China growth data and U.S.-Q4 earnings— for why a one-handed market seems particularly scary. All that puts the stories from overnight into perspective with weaker Japan household spending, lower EcoWatchers survey, smaller current account surplus, weaker Italian industrial production, weaker UK industrial production all pointing to trouble in Q4 that sets the momentum for Q1 and beyond. The risk barometer to watch isn’t the (CNY) – its expensive here – nor is it the euro ( ) at 1.15 as the ECB looks as confused as the FOMC. Rather, the safe-haven story to respect should it start to move today or next week is the Japanese yen ( ) with 107.50 the pivot to watch for a return to flash crash 105 barriers."
17,2019-01-11,Forex - U.S. Dollar Rises After Inflation Data,"© Reuters.
Investing.com - The greenback rallied on Friday after inflation data came in as expected and increased expectations that the Federal Reserve will pause its rate of interest rate hikes.
The , which measures the greenback’s strength against a basket of six major currencies, inched up 0.11% to 95.21.
The rose 1.9% from a year ago, while core inflation, that excludes volatile food and energy costs, increased 2.2%.
Both readings matched the reading in the prior month and were in line with consensus forecasts.
Fed chairman Jerome Powell made remarks Thursday that served as another sign that policymakers are in no hurry to hike rates as they look to have a better handle on whether slowing global growth and financial market volatility will negatively impact the U.S. economy.
“Especially with inflation low and under control we have the ability to be patient and watch patiently and carefully as we ... figure out which of these two narratives is going to be the story of 2019,” Powell said.
The euro fell due to the stronger dollar, with falling 0.19% to 1.1474 Elsewhere, the pound rose after the UK government denied that it was postponing the date for Brexit. jumped 0.5% to 1.2819.
The Australian dollar increased, with rising 0.2% to 0.7197 and up 0.6% to 0.6819."
18,2019-01-11,Forex - Euro Heads for Weekly Gains as U.S. Dollar Weakens,"© Reuters.
Investing.com - The euro was on track for its biggest weekly rise in four months on Friday as the U.S. dollar weakened on signs that the Federal Reserve could slow down the pace of interest rate hikes.
jumped 0.23% to 1.1524 as of 5:30 AM ET (10:30 AM ET), pushed higher by the falling greenback. Still, the single currency remains under pressure due to weak economic data and expectations the European Central Bank will keep rates low in 2019.
""The euro remains supported by the soft dollar story. The risk of a short squeeze perhaps to the $1.1620/ area remains,"" said Chris Turner, head of foreign exchange at ING in London.
The U.S. dollar was pushed lower on Thursday after Fed Chairman Jerome Powell restated that the central bank will evaluate the economy before making any decisions on monetary policy.
“We have the ability to be patient and watch patiently and carefully as we watch the economy evolve,” Powell said in prepared remarks on Thursday at the Economic Club of Washington, D.C.
The , which measures the greenback’s strength against a basket of six major currencies, fell 0.19% to 94.93.
Elsewhere, the pound inched up despite Brexit uncertainty. rose 0.15% to 1.2765.
The Australian dollar increased, with rising 0.6% to 0.7227 and up 0.8% to 0.6835.
-Reuters contributed to this report."
19,2019-01-11,"Forex - Dollar Higher on Powell Comments, Sterling Weakness","© Reuters.
Investing.com - The U.S. dollar was higher against its rivals Thursday as Federal Reserve Chairman Jerome Powell delivered a mixed message on monetary policy, stressing the central bank will be ""patient,"" but renewed worries that its balance sheet trimming was on autopilot.
The , which measures the greenback against a trade-weighted basket of six major currencies, rose by 0.34% to 95.11.
Powell said the Fed's balance sheet will be ""substantially smaller,"" indicating the central bank will press ahead with its balance sheet wind-down operation, which peaked at roughly $4.5 trillion in Jan. 2015, but has now narrowed to about $4 trillion.
On rates, however, the Fed chairman said the central bank will be ""patient,"" as it weighs the pace of global growth and domestic inflation.
The somewhat mixed message on monetary policy comes just a day after the release of the central bank's December meeting minutes, in which policymakers said waning inflation, worsening financial conditions and slowing global growth made the outlook on rate hikes less certain.
Weakness in both the pound and euro also helped the dollar hold gains.
fell 0.30% to $1.2750 ahead of key vote on British Prime Minister Theresa May's Brexit deal slated for Jan. 15. But analysts said there was room for the pound to advance as consensus builds for a second referendum on Britain’s European Union membership.
BNP Paribas (PA: ) said its base case was for Article 50 deadline to be extended beyond March 29, with a second EU referendum ""the likely outcome, or even a pre-condition for an extension.""
fell 0.36% to $1.1501.
rose 0.18% to C$1.3183, but rising oil prices, a boon for the loonie, limited gains in the pair.
rose 0.23% to Y108.42 as subdued safe-haven demand stifled the yen.
RBC, citing a positive correlation between USD/JPY and U.S. yields, expects the yen to lose further ground against the greenback as the recent rally on Wall Street will continue to push U.S. government bond yields higher.
-- Reuters contributed to this report."
